id,source,business_name,owner_name,email,phone,website,facebook,instagram,linkedin,twitter,address,city,state,zip_code,latitude,longitude,category,subcategories,rating,review_count,price_level,pain_points,notes,scraped_at,last_updated
66f649c5434f,google_places,St. John Knits Boutique,,,(239) 254-0905,http://www.stjohnknits.com/,,,,,"5475 Tamiami Trl N Space a-17, Naples, FL 34108, USA",Naples,FL,34108,26.2133784,-81.8027505,boutique,clothing_store|establishment|point_of_interest|store,5,4,,few_reviews,,2026-01-19T18:20:21.552918,2026-01-19T18:20:21.552918
18c86878b492,"google_places,google_places,google_places,google_places",Happily Ever After Men & Kid’s Consignment Boutique,,,(239) 331-2354,,,,,,"991 2nd Ave N, Naples, FL 34102, USA",Naples,FL,34102,26.1498211,-81.7948538,boutique,store|establishment|point_of_interest|clothing_store,4.7,42,,no_website,,2026-01-19T18:20:23.583664,2026-01-20T08:59:17.958986
6acc6b00c100,"google_places,google_places,google_places",Designer Divas Resale Boutique,,,(239) 431-6341,http://www.naplesdesignerdivas.com/,,,,,"2371 Vanderbilt Beach Rd #706, Naples, FL 34109, USA",Naples,FL,34109,26.2454746,-81.7698348,boutique,store|establishment|point_of_interest|clothing_store,4.1,39,,,,2026-01-19T18:20:25.562873,2026-01-20T09:44:25.739927
5563269a2823,"google_places,google_places",iLinen Coastal Boutique,,,(239) 571-7146,https://ilinenlifestyle.com/,,,,,"4320 Gulf Shore Blvd N #209, Naples, FL 34103, USA",Naples,FL,34103,26.1974889,-81.81183709999999,boutique,store|establishment|point_of_interest|clothing_store,5,1,,few_reviews,,2026-01-19T18:20:27.560813,2026-01-19T23:25:46.000858
aa9b8f6a226b,"google_places,google_places,google_places,google_places",Fia's Island Woman Boutique,,,(239) 642-6116,https://fiasislandwoman.com/?utm_source=GBP&utm_medium=organic,,,,,"217 Harbor Pl N, Marco Island, FL 34145, USA",Marco Island,FL,34145,25.9259934,-81.64857789999999,boutique,establishment|jewelry_store|clothing_store|store|point_of_interest,4,5,,few_reviews,,2026-01-19T18:20:29.577469,2026-01-20T09:05:23.535767
bc25dd9bdff8,google_places,Island Boutique Naples,,,(213) 327-6114,,,,,,"1822 9th St N l6, Naples, FL 34102, USA",Naples,FL,34102,26.168719,-81.79910640000001,boutique,clothing_store|establishment|point_of_interest|store,4.4,35,,no_website,,2026-01-19T18:20:31.583748,2026-01-19T18:20:31.583748
4a91be862ed9,google_places,Trinity Luxe Boutique,,,(239) 228-6421,,,,,,"15215 Collier Blvd #317, Naples, FL 34119, USA",Naples,FL,34119,26.2694085,-81.69112609999999,boutique,clothing_store|establishment|point_of_interest|store,0,0,,no_website|no_reviews|no_rating,,2026-01-19T18:20:33.630015,2026-01-19T18:20:33.630015
c9f9ff9f96af,"google_places,google_places",Magnolia's Boutique,,,(239) 213-9155,,,,,,"68 Goodlette-Frank Rd, Naples, FL 34102, USA",Naples,FL,34102,26.1478394,-81.79078059999999,boutique,store|establishment|point_of_interest|clothing_store,0,0,,no_rating|no_website|no_reviews,,2026-01-19T18:20:35.550808,2026-01-20T08:58:41.715957
e8f4856a3634,google_places,Loretta Bridal Boutique,,,(239) 948-3998,https://lorettabridal.com/,,,,,"28811 S Tamiami Trl #8, Bonita Springs, FL 34134, USA",Bonita Springs,FL,34134,26.3173,-81.804416,boutique,clothing_store|establishment|point_of_interest|store,4.5,166,,,,2026-01-19T18:20:37.592067,2026-01-19T18:20:37.592067
a6fcff6b085b,google_places,Nicole Lee Usa Boutique Official NAPLES,,,(786) 979-4271,,,,,,"3880 Tamiami Trl N, Naples, FL 34103, USA",Naples,FL,34103,26.1930691,-81.7995638,boutique,establishment|point_of_interest|store,0,0,,no_website|no_reviews|no_rating,,2026-01-19T18:20:39.585591,2026-01-19T18:20:39.585591
8600a5ba39b4,google_places,L'a Rose Floral Boutique,,,(239) 438-6913,https://laroseat5th.com/,,,,,"5401 Taylor Rd, Naples, FL 34109, USA",Naples,FL,34109,26.2126084,-81.783497,boutique,establishment|florist|point_of_interest|store,4.9,49,,,,2026-01-19T18:20:41.631551,2026-01-19T18:20:41.631551
d12bdc042974,google_places,"Julie's of Naples, Inc.",,,(239) 434-9761,,,,,,"4910 Tamiami Trl N, Naples, FL 34103, USA",Naples,FL,34103,26.2070587,-81.7988555,boutique,clothing_store|establishment|point_of_interest|store,5,9,,no_website|few_reviews,,2026-01-19T18:20:45.611982,2026-01-19T18:20:45.611982
c39d1ba860cd,"google_places,google_places,google_places,google_places,google_places,google_places,google_places,google_places,google_places,google_places",Jo Shae's Boutique,,,(239) 237-2849,http://www.joshaes.com/,,,,,"6900 Daniel's Parkway 12/13, 6900 Daniels Pkwy #13, Fort Myers, FL 33912, USA",Fort Myers,FL,33912,26.5454442,-81.84229789999999,boutique,store|establishment|point_of_interest|clothing_store,5,58,,,,2026-01-19T18:20:47.683422,2026-01-20T10:42:30.565170
49eedad2eea9,google_places,Golden Hour Boutique,,,(757) 777-4225,http://www.shopgoldenvb.com/,,,,,"401 N Great Neck Rd STE 110, Virginia Beach, VA 23454, USA",Virginia Beach,VA,23454,36.8454004,-76.0494238,boutique,clothing_store|establishment|point_of_interest|store,4.8,160,,,,2026-01-19T18:20:49.619146,2026-01-19T18:20:49.619146
af05e2197166,"google_places,google_places,google_places,google_places",Sarah’s boutique LLC,,,(689) 300-9752,http://www.sarahboutique.online/,,,,,"957 S Kirkman Rd, Orlando, FL 32811, USA",Orlando,FL,32811,28.5297639,-81.4591002,boutique,store|establishment|point_of_interest|clothing_store,5,4,,few_reviews,,2026-01-19T18:20:53.792255,2026-01-20T09:44:35.754059
8c8efdd91102,"google_places,google_places,google_places",Cozette's Boutique,,,(813) 317-1241,https://cozettesboutique.com/,,,,,"645 Central Ave Unit 1, St. Petersburg, FL 33701, USA",St. Petersburg,FL,33701,27.7714478,-82.6424943,boutique,store|establishment|point_of_interest|clothing_store,4.7,16,,,,2026-01-19T18:20:55.827703,2026-01-20T09:44:43.764018
ae9b52be807c,google_places,"Galaxy Fit Lab Personal Training - Naples, FL",,,(239) 860-5929,https://www.galaxyfitlab.com/,,,,,"895 Wiggins Pass Rd Unit 4, Naples, FL 34110, USA",Naples,FL,34110,26.2948484,-81.80317760000001,boutique,establishment|gym|health|point_of_interest,4.9,121,,,,2026-01-19T18:20:57.824136,2026-01-19T18:20:57.824136
42f9ac8b8714,"google_places,google_places",OBSESS BOUTIQUE,,,(404) 246-4904,http://obsessinc.com/,,,,,"6700 Douglas Blvd ste 2430, Douglasville, GA 30135, USA",Douglasville,GA,30135,33.7277245,-84.74608350000001,boutique,shoe_store|establishment|clothing_store|store|point_of_interest,4.8,9,,few_reviews,,2026-01-19T18:20:59.804763,2026-01-20T09:45:11.986352
4f03be1b526f,"google_places,google_places,google_places",Sheer Sensual Boutique,,,(904) 235-0822,,,,,,"2343 Palmdale St, Jacksonville, FL 32208, USA",Jacksonville,FL,32208,30.3892625,-81.6937489,boutique,store|establishment|point_of_interest|clothing_store,5,1,,few_reviews|no_website,,2026-01-19T18:21:01.791311,2026-01-20T09:46:00.290422
0c8969929b04,"google_places,google_places",Twelve19 Fashion Boutique,,,(314) 399-5805,,,,,,"5108 Natural Bridge Ave, St. Louis, MO 63115, USA",St. Louis,MO,63115,38.6772348,-90.2547029,boutique,store|establishment|point_of_interest|clothing_store,5,9,,few_reviews|no_website,,2026-01-19T18:21:03.834439,2026-01-20T09:01:28.550906
19699fdac78b,google_places,Krush Boutique,,,(318) 865-4773,https://krushtherunway.com/,,,,,"4801 Line Ave, Shreveport, LA 71106, USA",Shreveport,LA,71106,32.4575486,-93.7447157,boutique,clothing_store|establishment|point_of_interest|store,4.7,39,,,,2026-01-19T18:21:05.839219,2026-01-19T18:21:05.839219
b44e6ba431a2,"google_places,google_places",Majestic Queens Boutique,,,(770) 648-3944,https://www.majesticqueensboutique.com/,,,,,"1516 Municipal Pkwy Unit B20, Douglasville, GA 30134, USA",Douglasville,GA,30134,33.7654111,-84.7202502,boutique,store|establishment|point_of_interest|clothing_store,5,8,,few_reviews,,2026-01-19T18:21:07.812216,2026-01-20T09:44:39.763925
fc0f301bec44,google_places,Seven 28 Boutique,,,,,,,,,"Booth B13, 2059 Scenic Hwy N suite e, Snellville, GA 30078, USA",Snellville,GA,30078,33.8668507,-84.01822949999999,boutique,clothing_store|establishment|point_of_interest|store,0,0,,no_website|no_reviews|no_rating,,2026-01-19T18:21:09.808370,2026-01-19T18:21:09.808370
d2db6a890137,"google_places,google_places",The Pink Nickel,,,(904) 230-9288,https://www.thepinknickel.com/,,,,,"108 Bartram Oaks Walk #107, St Johns, FL 32259, USA",Fruit Cove,FL,32259,30.123309,-81.6232014,boutique,store|establishment|point_of_interest|clothing_store,4.8,61,,,,2026-01-19T18:21:11.918719,2026-01-20T09:45:34.245153
e50e2cb91060,"google_places,google_places",SB Boutique,,,(678) 469-9375,http://www.shopsbboutique.com/,,,,,"Online Store Only, Douglasville, GA 30135, USA",Douglasville,GA,30135,33.7514425,-84.7476829,boutique,shoe_store|establishment|clothing_store|store|point_of_interest,4.4,5,,few_reviews,,2026-01-19T18:21:13.855314,2026-01-20T09:44:59.963063
85e9c412b43a,"google_places,google_places",Twelve Chic Boutique,,,(404) 375-3985,,,,,,"6708 US-78, Douglasville, GA 30134, USA",Douglasville,GA,30134,33.7506507,-84.74916379999999,boutique,store|establishment|point_of_interest|clothing_store,4.7,20,,no_website,,2026-01-19T18:21:15.833202,2026-01-20T09:45:09.983461
c7e48ecfede8,google_places,Southern Blu Boutique,,,(803) 399-1346,http://www.southernbluboutique.com/,,,,,"108 Jamestowne Ct a, Lexington, SC 29072, USA",Lexington,SC,29072,33.9784894,-81.3140509,boutique,clothing_store|establishment|point_of_interest|store,4.9,50,,,,2026-01-19T18:21:17.834515,2026-01-19T18:21:17.834515
9ecb391d35ea,"google_places,google_places,google_places",LuBella Boutique Staten Island,,,(347) 983-4849,http://www.lubellaboutique.com/,,,,,"35 Page Ave, Staten Island, NY 10309, USA",Staten Island,NY,10309,40.5235287,-74.23449529999999,boutique,store|establishment|point_of_interest|clothing_store,4.7,42,,,,2026-01-19T18:21:19.941221,2026-01-20T09:01:02.552530
69e1776b1502,"google_places,google_places",Envy Chic Couture Boutique,,,(901) 268-5242,http://www.envychiccoutureboutique.com/,,,,,"2276 Park Ave, Memphis, TN 38114, USA",Memphis,TN,38114,35.1088684,-89.9869202,boutique,establishment|shopping_mall|clothing_store|store|point_of_interest,5,237,,,,2026-01-19T18:21:21.927136,2026-01-20T08:59:58.018266
9dc24542a53f,"google_places,google_places,google_places,google_places",Haven Boutique,,,(337) 501-3556,http://www.shopathavenboutique.com/,,,,,"201 Settlers Trace Blvd Suite #2019, Lafayette, LA 70508, USA",Lafayette,LA,70508,30.16967,-92.03589989999999,boutique,store|establishment|point_of_interest|clothing_store,4.9,28,,,,2026-01-19T18:21:23.861248,2026-01-20T09:45:02.002282
47c67d23c15e,google_places,Tin Roof Boutique,,,(504) 470-2213,http://www.tinroofboutiquenola.com/,,,,,"501 Williams Blvd, Kenner, LA 70062, USA",Kenner,LA,70062,29.9752416,-90.2462292,boutique,clothing_store|establishment|point_of_interest|store,4.5,11,,,,2026-01-19T18:21:25.851848,2026-01-19T18:21:25.851848
cc1c6647b086,google_places,Royal Boutique,,,(504) 523-0034,,,,,,"622 St Ann St. Unit 1, New Orleans, LA 70116, USA",New Orleans,LA,70116,29.9584772,-90.06371039999999,boutique,clothing_store|establishment|point_of_interest|store,5,8,,no_website|few_reviews,,2026-01-19T18:21:27.935034,2026-01-19T18:21:27.935034
d83280e3494c,google_places,Las Adelitas Artisan Boutique,,,(956) 602-0593,http://www.lasadelitasboutique.com/,,,,,"9902 McPherson Rd STE 5, Laredo, TX 78045, USA",Laredo,TX,78045,27.6006357,-99.4804516,boutique,clothing_store|establishment|point_of_interest|store,5,1,,few_reviews,,2026-01-19T18:21:29.871626,2026-01-19T18:21:29.871626
f11b6d4cd9b3,google_places,Berkeley Boutique,,,(843) 899-9200,http://www.shopberkeleyboutique.com/,,,,,"110 State Rd S-8-225, Moncks Corner, SC 29461, USA",Moncks Corner,SC,29461,33.1920581,-80.00453929999999,boutique,clothing_store|establishment|point_of_interest|store,5,26,,,,2026-01-19T18:21:31.884046,2026-01-19T18:21:31.884046
e7aeb5fdd1f0,"google_places,google_places",Apricot Lane Boutique,,,(757) 422-5263,https://apricotlaneboutique.com/store/virginiabeach/,,,,,"737 First Colonial Rd Ste 305 Ste 305, Virginia Beach, VA 23451, USA",Virginia Beach,VA,23451,36.8512356,-76.0247546,boutique,store|establishment|point_of_interest|clothing_store,4.8,151,,,,2026-01-19T18:21:36.070748,2026-01-19T19:08:58.048471
acb040eccdab,"google_places,google_places,google_places,google_places,google_places,google_places",Mariann’s Boutique | Italian Women’s Fashion,,,(954) 245-7727,,,,,,"4606b Pine Island Rd, Matlacha, FL 33993, USA",Matlacha,FL,33993,26.6289422,-82.0713847,boutique,store|establishment|point_of_interest|clothing_store,5,4,,few_reviews|no_website,,2026-01-19T18:21:38.140508,2026-01-20T10:35:09.798066
915373befbf1,"google_places,google_places,google_places,google_places,google_places,google_places",The Fashion Fusion at Sweet Pickins Decor Boutique,,,(305) 710-2566,,,,,,"4150 Hancock Bridge Pkwy, North Fort Myers, FL 33903, USA",North Fort Myers,FL,33903,26.6519823,-81.9204652,boutique,home_goods_store|establishment|clothing_store|store|point_of_interest,5,3,,few_reviews|no_website,,2026-01-19T18:21:40.077191,2026-01-20T10:35:40.196706
f074a12b6228,"google_places,google_places",The Mimi Boutique,,,(443) 870-3486,https://www.themimiboutique.com/,,,,,"50 E Sudbrook Ln, Pikesville, MD 21208, USA",Pikesville,MD,21208,39.3777011,-76.71961139999999,boutique,store|establishment|point_of_interest|clothing_store,5,120,,,,2026-01-19T18:21:42.120465,2026-01-20T09:00:02.074731
75627399d9ed,"google_places,google_places",Sweet Elizabeth Jane,,,(410) 465-6400,http://www.sweetelizabethjane.com/,,,,,"8289 Main St, Ellicott City, MD 21043, USA",Ellicott City,MD,21043,39.2676214,-76.79944569999999,boutique,store|establishment|point_of_interest|clothing_store,4.7,196,,,,2026-01-19T18:21:44.090836,2026-01-20T09:45:38.256428
05b1ecb42824,"google_places,google_places","The Boutique Salem, MA",,,(978) 741-4141,http://www.theboutiquesalem-ma.com/,,,,,"6 Front St, Salem, MA 01970, USA",Salem,MA,01970,42.5206988,-70.89394709999999,boutique,store|establishment|point_of_interest|clothing_store,4.4,64,,,,2026-01-19T18:21:46.109141,2026-01-20T09:01:10.515475
05f94964f6d6,google_places,Firefly Boutique,,,(478) 295-1222,https://firefly-boutique.com/,,,,,"117 W Hancock St Suite B, Milledgeville, GA 31061, USA",Milledgeville,GA,31061,33.0814301,-83.2278894,boutique,clothing_store|establishment|point_of_interest|store,4.9,60,,,,2026-01-19T18:21:48.192484,2026-01-19T18:21:48.192484
096058f9b04f,"google_places,google_places,google_places,google_places",Ariana's Boutique,,,(239) 867-4541,,,,,,"105 S 1st St #3, Immokalee, FL 34142, USA",Immokalee,FL,34142,26.4173385,-81.4178108,boutique,store|establishment|point_of_interest|clothing_store,4.6,5,,few_reviews|no_website,,2026-01-19T18:21:50.102861,2026-01-20T09:44:53.954203
1ed200356873,"google_places,google_places",AshleGryre Designer Boutique,,,,http://www.ashlegryre.com/,,,,,"40 Ocean Blvd, Atlantic Beach, FL 32233, USA",Atlantic Beach,FL,32233,30.3251392,-81.3963259,boutique,shoe_store|establishment|clothing_store|store|point_of_interest,4.5,33,,,,2026-01-19T18:21:52.145362,2026-01-20T09:45:40.242772
b4dc4209b627,"google_places,google_places,google_places",tenley dietrich,,,(904) 570-9101,http://www.tenleydietrich.com/,,,,,"3548 St Johns Ave, Jacksonville, FL 32205, USA",Jacksonville,FL,32205,30.297194,-81.703015,boutique,store|establishment|point_of_interest|clothing_store,4.9,15,,,,2026-01-19T18:21:54.103951,2026-01-20T09:45:52.251672
aa64d4e53d48,google_places,Bashful Boutique,,,(843) 225-0301,http://shopbashful.com/,,,,,"36 Windermere Blvd, Charleston, SC 29407, USA",Charleston,SC,29407,32.77727970000001,-79.97573299999999,boutique,clothing_store|establishment|point_of_interest|store,4.4,15,,,,2026-01-19T18:21:56.096736,2026-01-19T18:21:56.096736
096910ea5208,"google_places,google_places,google_places",K Lane's & Co. Fashion Boutique,,,(316) 558-8840,https://shopklanes.com/,,,,,"602 S Tyler Rd, Wichita, KS 67209, USA",Wichita,KS,67209,37.6734274,-97.443294,boutique,establishment|jewelry_store|clothing_store|store|point_of_interest,4.9,58,,,,2026-01-19T18:21:58.098136,2026-01-20T09:45:13.997918
78126ebd9a27,"google_places,google_places",Wildly Divine Boutique,,,(316) 773-9453,https://wildlydivineboutique.com/,,,,,"2121 N Tyler Rd Ste 210, Wichita, KS 67212, USA",Wichita,KS,67212,37.721897,-97.4463753,boutique,store|establishment|point_of_interest|clothing_store,4.8,14,,,,2026-01-19T18:22:00.181639,2026-01-20T09:45:42.247669
cc357b1644f9,google_places,Jaded the Boutique,,,(318) 752-5663,http://www.jadedtheboutique.shop/,,,,,"1605 Benton Rd, Bossier City, LA 71111, USA",Bossier City,LA,71111,32.5333189,-93.72092409999999,boutique,clothing_store|establishment|point_of_interest|store,5,74,,,,2026-01-19T18:22:02.116515,2026-01-19T18:22:02.116515
fce7526e5b29,google_places,Simply Chic Boutique,,,(318) 549-2442,https://www.facebook.com/groups/simplychicbossier,,,,,"2850 Douglas Dr STE B, Bossier City, LA 71111, USA",Bossier City,LA,71111,32.5433884,-93.70753909999999,boutique,clothing_store|establishment|jewelry_store|point_of_interest|shoe_store|store,4.5,42,,,,2026-01-19T18:22:04.111412,2026-01-19T18:22:04.111412
406159475dae,"google_places,google_places",The Season Boutique,,,(504) 669-0070,https://theseason-boutique.com/,,,,,"879 Hickory Ave, Harahan, LA 70123, USA",Harahan,LA,70123,29.9503566,-90.2002828,boutique,store|establishment|point_of_interest|clothing_store,5,9,,few_reviews,,2026-01-19T18:22:06.121661,2026-01-19T19:09:06.064873
2dde51a5c673,"google_places,google_places",Aspen Boutique,,,(316) 682-6784,https://thevaultllc.com/,,,,,"4724 E Douglas Ave, Wichita, KS 67208, USA",Wichita,KS,67208,37.6868667,-97.2809829,boutique,shoe_store|establishment|jewelry_store|clothing_store|store|point_of_interest,4.8,48,,,,2026-01-19T18:22:08.171474,2026-01-20T09:45:56.251873
2ff436f71164,"google_places,google_places,google_places",2 Beatz Boutique,,,(316) 992-1508,http://www.2beatzboutique.com/,,,,,"320 S Market St, Wichita, KS 67202, USA",Wichita,KS,67202,37.683041,-97.33646399999999,boutique,store|establishment|point_of_interest|clothing_store,5,22,,,,2026-01-19T18:22:10.185191,2026-01-20T09:45:24.027385
26b63db6855d,"google_places,google_places,google_places,google_places,google_places",Sassy Boutique,,,,,,,,,"17230 S Tamiami Trl #9, Fort Myers, FL 33908, USA",Fort Myers,FL,33908,26.489799,-81.844559,boutique,store|establishment|point_of_interest,3,6,,few_reviews|low_rating|no_website,,2026-01-19T18:22:12.114027,2026-01-20T09:44:47.945815
e9444e115cb4,google_places,Favorite Sisters' Boutique,,,(318) 990-2733,http://favsistersboutique.com/,,,,,"5723 Youree Dr, Shreveport, LA 71105, USA",Shreveport,LA,71105,32.455543,-93.72147550000001,boutique,clothing_store|establishment|jewelry_store|point_of_interest|shoe_store|store,4.6,36,,,,2026-01-19T18:22:14.127790,2026-01-19T18:22:14.127790
a6c1c1285ed8,"google_places,google_places,google_places,google_places,google_places,google_places,google_places",Sportsman's Warehouse,,,(239) 631-7600,https://stores.sportsmans.com/sportsmans-warehouse/us/fl/naples/6329-naples-blvd?y_source=1_NjY0ODAzMDYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,,,,"6329 Naples Blvd, Naples, FL 34109, USA",Naples,FL,34109,26.2218295,-81.7734899,sporting goods,store|establishment|point_of_interest,4.1,119,,,,2026-01-19T18:22:18.177054,2026-01-20T09:46:10.294739
1a50c5f5e886,"google_places,google_places,google_places,google_places,google_places,google_places,google_places",DICK'S Sporting Goods,,,(239) 325-6456,https://stores.dickssportinggoods.com/fl/naples/1168/?seo=localpack,,,,,"5955 Naples Blvd, Naples, FL 34109, USA",Naples,FL,34109,26.2180317,-81.7758022,sporting goods,shoe_store|establishment|bicycle_store|clothing_store|store|point_of_interest,3.9,533,,,,2026-01-19T18:22:20.157108,2026-01-20T09:53:22.318118
b945f6a1ba77,"google_places,google_places,google_places,google_places",Wilson - Sporting Goods,,,(239) 544-0335,https://www.wilson.com/,,,,,"769 5th Ave S, Naples, FL 34102, USA",Naples,FL,34102,26.1418482,-81.7966021,sporting goods,store|establishment|point_of_interest,5,13,,,,2026-01-19T18:22:22.213127,2026-01-20T09:05:51.577886
8d728928f7e3,google_places,Stenics.store,,,(260) 705-5366,,,,,,"5800 Bonita Beach Rd SW, Bonita Springs, FL 34134, USA",Bonita Springs,FL,34134,26.3315309,-81.8442553,sporting goods,establishment|point_of_interest|store,4,1,,no_website|few_reviews,,2026-01-19T18:22:28.136299,2026-01-19T18:22:28.136299
f00d27de4ced,"google_places,google_places,google_places,google_places,google_places,google_places","Surf Style 146: Surf, Swimwear, Sporting Goods in Bonita Beach",,,(954) 924-9779,https://surfstyle.com/pages/winds-store-146?utm_source=google&utm_medium=organic&utm_campaign=gbl,,,,,"4555 Bonita Beach Rd SW, Bonita Springs, FL 34134, USA",Bonita Springs,FL,34134,26.3301176,-81.827709,sporting goods,store|establishment|point_of_interest|clothing_store,4.1,28,,,,2026-01-19T18:22:30.240933,2026-01-20T09:52:34.048921
45eb906adb29,"google_places,google_places",Super Soccer and Pickleball,,,(239) 888-9688,https://sites.google.com/view/supersoccernaples/home,,,,,"8793 Tamiami Trl E #109, Naples, FL 34113, USA",Naples,FL,34113,26.0992772,-81.7395686,sporting goods,store|establishment|point_of_interest,4.7,70,,,,2026-01-19T18:22:32.183026,2026-01-20T09:02:10.684269
09cec707f968,"google_places,google_places,google_places",Golf Galaxy,,,(239) 254-0483,https://stores.golfgalaxy.com/fl/naples/3216/?seo=localpack,,,,,"6428 Hollywood Dr, Naples, FL 34109, USA",Naples,FL,34109,26.216846,-81.7699591,sporting goods,shoe_store|health|establishment|clothing_store|store|point_of_interest,4,67,,,,2026-01-19T18:22:34.176012,2026-01-20T09:46:52.577709
345bc6d3fa3e,"google_places,google_places",PGA TOUR Superstore Naples,,,(239) 384-6380,https://www.pgatoursuperstore.com/stores/detail?StoreID=0201&utm_source=google&utm_medium=organic&utm_campaign=gmb,,,,,"2135 Tamiami Trl N, Naples, FL 34102, USA",Naples,FL,34102,26.1733686,-81.8010417,sporting goods,shoe_store|health|establishment|clothing_store|store|point_of_interest,4.3,213,,,,2026-01-19T18:22:36.184893,2026-01-20T01:10:49.269263
23e5d4406445,google_places,Rural King Guns,,,(239) 495-3850,https://www.rkguns.com/stores/bd/rural-king-guns-bonita-springs-fl-70/?utm_source=google&utm_medium=lastmile&utm_campaign=rkg-70,,,,,"26831 S Tamiami Trl, Bonita Springs, FL 34134, USA",Bonita Springs,FL,34134,26.3501191,-81.80487629999999,sporting goods,establishment|point_of_interest|store,3.9,27,,,,2026-01-19T18:22:38.194194,2026-01-19T18:22:38.194194
356323f3890f,"google_places,google_places,google_places,google_places",Sportsmans Wholesale Bonita Springs,,,(239) 495-3474,https://www.sportsmansnc.com/,,,,,"28270 S Tamiami Trl, Bonita Springs, FL 34134, USA",Bonita Springs,FL,34134,26.3269257,-81.8063222,sporting goods,store|establishment|point_of_interest|clothing_store,4.9,103,,,,2026-01-19T18:22:40.174471,2026-01-20T09:46:38.406358
90c818f72bd6,"google_places,google_places",JD Sports,,,(239) 403-3849,https://www.jdsports.com/?utm_source=googlemybusiness&utm_medium=organic,,,,,"1840 Tamiami Trl N L13, Naples, FL 34102, USA",Naples,FL,34102,26.169642,-81.794439,sporting goods,shoe_store|establishment|clothing_store|store|point_of_interest,3.9,110,$$,,,2026-01-19T18:22:44.203303,2026-01-20T01:02:31.016054
4d05c87bedd7,"google_places,google_places","Fit2Run, The Runner's Superstore",,,(239) 263-3811,https://www.fit2run.com/,,,,,"1810 Tamiami Trl N, Naples, FL 34102, USA",Naples,FL,34102,26.1695865,-81.79546680000001,sporting goods,shoe_store|health|establishment|clothing_store|store|point_of_interest,4,120,,,,2026-01-19T18:22:46.217777,2026-01-20T01:26:45.244903
4967f313f76b,"google_places,google_places,google_places,google_places,google_places,google_places,google_places",Impact Team Sports,,,(239) 513-1212,,,,,,"1986 Seward Ave, Naples, FL 34109, USA",Naples,FL,34109,26.2151267,-81.7792937,sporting goods,store|establishment|point_of_interest,4.6,10,,no_website,,2026-01-19T18:22:48.198111,2026-01-20T09:46:24.309508
a1197ba844ef,"google_places,google_places",NPC Pickleball Pro Shop,,,(239) 778-8194,,,,,,"3500 Thomasson Dr, Naples, FL 34112, USA",Naples,FL,34112,26.1059631,-81.76344940000001,sporting goods,store|establishment|point_of_interest|clothing_store,4.6,11,,no_website,,2026-01-19T18:22:54.209210,2026-01-20T09:02:00.646116
da07925d3f3c,"google_places,google_places",Bondi Surf Shop,,,(239) 263-4375,,,,,,"1200 5th Ave S, Naples, FL 34102, USA",Naples,FL,34102,26.1412054,-81.7906205,sporting goods,store|establishment|point_of_interest|clothing_store,3.3,11,,low_rating|no_website,,2026-01-19T18:22:56.229085,2026-01-20T08:51:37.610674
b2008da2d0b9,"google_places,google_places,google_places",Naples On The Run,,,(239) 434-9786,https://ontherunnaples.com/,,,,,"20 10th St S, Naples, FL 34102, USA",Naples,FL,34102,26.1472174,-81.79388449999999,sporting goods,shoe_store|establishment|clothing_store|store|point_of_interest,4.5,48,,,,2026-01-19T18:23:00.421725,2026-01-20T09:02:08.674864
3baa6782608e,google_places,Open Court Sports,,,(239) 920-6541,https://www.opencourtsports.com/,,,,,"913 N Collier Blvd, Marco Island, FL 34145, USA",Marco Island,FL,34145,25.9532542,-81.7265276,sporting goods,clothing_store|establishment|point_of_interest|store,5,4,,few_reviews,,2026-01-19T18:23:02.419579,2026-01-19T18:23:02.419579
f093acaafeb7,"google_places,google_places,google_places,google_places,google_places,google_places",Athleta,,,(239) 597-8950,https://athleta.gap.com/stores/fl/naples/athleta-2610.html,,,,,"5495-7 Tamiami Trl N, Naples, FL 34108, USA",Naples,FL,34108,26.2137976,-81.8026374,sporting goods,store|establishment|point_of_interest|clothing_store,4.5,13,,,,2026-01-19T18:23:04.450913,2026-01-20T09:53:24.332687
9f5521d1514b,google_places,Carbon Gun Co,,,(904) 502-2195,http://carbonguncompany.com/,,,,,"5405 Taylor Rd Ste 17, Naples, FL 34109, USA",Naples,FL,34109,26.2129828,-81.7836298,sporting goods,establishment|point_of_interest|store,5,131,,,,2026-01-19T18:23:06.424168,2026-01-19T18:23:06.424168
5b8c81eff133,"google_places,google_places,google_places",Surf & Turf Custom,,,(239) 417-4640,http://surfandturfcustom.com/,,,,,"464 Tamiami Trl N, Naples, FL 34102, USA",Naples,FL,34102,26.1524769,-81.7960131,sporting goods,store|establishment|point_of_interest,4.4,38,,,,2026-01-19T18:23:08.525780,2026-01-20T09:01:46.594489
3f5aec450279,google_places,Lids,,,(239) 403-9113,https://www.lids.com/store/lids-coastland-center/sd-49006457+z-9373254-3642622423?_s=bm-LIDS-RETAIL-GMB,,,,,"1946 Tamiami Trl N, Naples, FL 34102, USA",Naples,FL,34102,26.1698776,-81.7952648,sporting goods,clothing_store|establishment|point_of_interest|store,4.2,42,$$,,,2026-01-19T18:23:12.444512,2026-01-19T18:23:12.444512
