id,source,business_name,owner_name,email,phone,website,facebook,instagram,linkedin,twitter,address,city,state,zip_code,latitude,longitude,category,subcategories,rating,review_count,price_level,competitor_name,competitor_rating,competitor_review_count,competitor_website,pain_points,notes,scraped_at,last_updated
8fdb924c77c3,google_places,Where Spines Align Chiropractic,,,(239) 970-2211,http://www.wsachiro.com/,,,,,"1770 San Marco Rd STE 203, Marco Island, FL 34145, USA",Marco Island,FL,34145,25.9347768,-81.7002594,chiropractor,establishment|health|point_of_interest,5,37,,,0.0,0,,,,2026-03-23T13:18:33.008750,2026-03-23T13:18:33.008750
313a91a4b35b,google_places,iChiropractic and Wellness,,,(239) 300-1756,https://www.ichiropractic.net/,,,,,"3200 Bailey Ln Suite 225, Naples, FL 34105, USA",Naples,FL,34105,26.1904433,-81.769025,chiropractor,doctor|establishment|health|point_of_interest,5,40,,,0.0,0,,,,2026-03-23T13:18:35.006287,2026-03-23T13:18:35.006287
eb545b6273e1,google_places,"Bechtol Chiropractic & Wellness Center, Inc.",,,(239) 352-8633,https://www.doctornikki.com/,,,,,"3845 Beck Blvd #807, Naples, FL 34114, USA",Naples,FL,34114,26.1553242,-81.68356039999999,chiropractor,doctor|establishment|health|point_of_interest,4.8,22,,,0.0,0,,,,2026-03-23T13:18:37.051231,2026-03-23T13:18:37.051231
941e24d25c37,google_places,"Richard Hiler, DC DABCN",,,(239) 330-1000,https://www.feelamazing.com/,,,,,"3031 Airport-Pulling Rd N, Naples, FL 34105, USA",Naples,FL,34105,26.1830806,-81.7675122,chiropractor,establishment|health|point_of_interest,5,103,,,0.0,0,,,,2026-03-23T13:18:41.336879,2026-03-23T13:18:41.336879
3846c818be91,google_places,Innovative Pain and Performance,,,(239) 596-4800,https://innovativepainandperformance.com/book-an-appointment/,,,,,"2355 Vanderbilt Beach Rd #146, Naples, FL 34109, USA",Naples,FL,34109,26.2457162,-81.77215869999999,chiropractor,establishment|health|point_of_interest,5,190,,,0.0,0,,,,2026-03-23T13:18:43.283442,2026-03-23T13:18:43.283442
6dac362fb8d8,google_places,Widom Chiropractic and Associates,,,(239) 596-9050,https://www.widomchiropractic.com/,,,,,"5385 Park Central Ct, Naples, FL 34109, USA",Naples,FL,34109,26.213692,-81.76778,chiropractor,establishment|health|point_of_interest,4.9,37,,,0.0,0,,,,2026-03-23T13:18:45.291980,2026-03-23T13:18:45.291980
74a0b87b23a1,google_places,Trinity Chiropractic - *Chiropractor Naples* Voted Best Of Naples Award 2021 & 2024,,,(239) 597-6099,http://trinitychironaples.com/,,,,,"2515 Northbrooke Plaza Dr #102, Naples, FL 34119, USA",Naples,FL,34119,26.2747486,-81.7382981,chiropractor,establishment|health|point_of_interest,4.9,532,,,0.0,0,,,,2026-03-23T13:18:47.347255,2026-03-23T13:18:47.347255
1bd9098aa566,google_places,Johnston Spinal Care,,,(239) 596-2225,https://www.596back.com/,,,,,"10651 Tamiami Trl N, Naples, FL 34108, USA",Naples,FL,34108,26.2684639,-81.80203329999999,chiropractor,establishment|health|point_of_interest,4.9,108,,,0.0,0,,,,2026-03-23T13:18:49.293235,2026-03-23T13:18:49.293235
2ef86503c19b,google_places,The Collective Chiropractic,,,(239) 610-3378,http://thecollectivechiropractic.com/,,,,,"3411 Tamiami Trl N #204, Naples, FL 34103, USA",Naples,FL,34103,26.189082,-81.8005125,chiropractor,establishment|health|point_of_interest,5,19,,,0.0,0,,,,2026-03-23T13:18:51.365282,2026-03-23T13:18:51.365282
bebdc189c75a,google_places,"Ramon A. Gonzalez, DC",,,(239) 591-2220,https://www.drgonzalezchiro.com/,,,,,"5617 Naples Blvd, Naples, FL 34109, USA",Naples,FL,34109,26.2144247,-81.7747941,chiropractor,establishment|health|point_of_interest,4.2,35,,,0.0,0,,,,2026-03-23T13:18:53.315924,2026-03-23T13:18:53.315924
65296dc9f433,google_places,Optimal Health Clinic,,,(239) 947-1177,https://www.chiropractorbonitasprings.com/,,,,,"28315 S Tamiami Trl #101, Bonita Springs, FL 34134, USA",Bonita Springs,FL,34134,26.3244502,-81.8050086,chiropractor,establishment|health|physiotherapist|point_of_interest,4.9,93,,,0.0,0,,,,2026-03-23T13:18:55.361525,2026-03-23T13:18:55.361525
a20c7597b63a,google_places,Dr. Gary Gendron,,,(239) 947-1177,https://www.chiropractorbonitasprings.com/about-us/meet-the-chiropractors/meet-dr.-gary-gendron.html,,,,,"28315 S Tamiami Trl #101, Bonita Springs, FL 34134, USA",Bonita Springs,FL,34134,26.3244686,-81.8049927,chiropractor,establishment|health|point_of_interest,5,17,,,0.0,0,,,,2026-03-23T13:18:57.463184,2026-03-23T13:18:57.463184
3a8f3f27f97c,google_places,Corrective Spinal Care of Florida,,,(239) 558-5866,https://www.flspinalcare.com/,,,,,"12950 Trade Way Four Unit 106, Bonita Springs, FL 34135, USA",Bonita Springs,FL,34135,26.3295527,-81.740212,chiropractor,establishment|health|point_of_interest,5,31,,,0.0,0,,,,2026-03-23T13:18:59.320561,2026-03-23T13:18:59.320561
2539299b3133,google_places,Wills Chiropractic,,,(239) 331-6060,https://www.willschiropractic.com/,,,,,"1000 Tamiami Trl N STE 402, Naples, FL 34102, USA",Naples,FL,34102,26.1603884,-81.7973914,chiropractor,establishment|health|point_of_interest,5,78,,,0.0,0,,,,2026-03-23T13:19:01.328413,2026-03-23T13:19:01.328413
8a4f73ab0388,google_places,LIFEstrength Health Center,,,(239) 774-5433,https://www.lifestrengthhealthcenter.com/,,,,,"4280 Tamiami Trl E Suite 102, Naples, FL 34112, USA",Naples,FL,34112,26.1154428,-81.7563117,chiropractor,establishment|health|point_of_interest|store,5,217,,,0.0,0,,,,2026-03-23T13:19:03.337290,2026-03-23T13:19:03.337290
59b935034aa0,google_places,Parkway Chiropractic and Rehab,,,(239) 236-2390,https://parkwaychiroandrehab.com/,,,,,"4930 Golden Gate Pkwy B, Naples, FL 34116, USA",Naples,FL,34116,26.179469,-81.7070909,chiropractor,establishment|health|point_of_interest,5,53,,,0.0,0,,,,2026-03-23T13:19:05.366673,2026-03-23T13:19:05.366673
c935fd4a1ebf,google_places,Access Injury Centers,,,(239) 455-4181,https://www.drcancelosa.com/,,,,,"12975 Collier Blvd #107, Naples, FL 34116, USA",Naples,FL,34116,26.2100937,-81.6887643,chiropractor,establishment|health|point_of_interest,4.4,27,,,0.0,0,,,,2026-03-23T13:19:07.328786,2026-03-23T13:19:07.328786
ff4c9fabe6c4,google_places,Amazing Wellness,,,(239) 880-2273,https://amazingwellness.com/,,,,,"13800 Tamiami Trl N Suite 113, Naples, FL 34110, USA",Naples,FL,34110,26.2971371,-81.8015547,chiropractor,establishment|health|point_of_interest,4.9,208,,,0.0,0,,,,2026-03-23T13:19:09.355163,2026-03-23T13:19:09.355163
4b521a3d3afd,google_places,Vanderbilt Chiropractic Clinic,,,(239) 596-8800,https://www.anapleschiropractor.com/,,,,,"4530 Tamiami Trl N Suite 2, Naples, FL 34103, USA",Naples,FL,34103,26.201996,-81.79971200000001,chiropractor,establishment|health|point_of_interest,5,51,,,0.0,0,,,,2026-03-23T13:19:11.414623,2026-03-23T13:19:11.414623
b1d16a1a1732,google_places,Fisher Chiropractic,,,(239) 944-7303,https://www.drfisherchiropractic.com/,,,,,"1001 Crosspointe Dr # 1, Naples, FL 34110, USA",Naples,FL,34110,26.2736534,-81.79934390000001,chiropractor,establishment|health|point_of_interest,5,33,,,0.0,0,,,,2026-03-23T13:19:13.353331,2026-03-23T13:19:13.353331
6fbd5c3a1225,google_places,Gutierrez William P. Dc,,,(239) 642-0076,http://drwilliamgutierrez.com/,,,,,"1110 N Collier Blvd, Marco Island, FL 34145, USA",Marco Island,FL,34145,25.9562032,-81.72066590000001,chiropractor,establishment|health|point_of_interest,4.7,12,,,0.0,0,,,,2026-03-23T13:19:15.472512,2026-03-23T13:19:15.472512
05cc8e06efac,google_places,"Jepsen Chiropractic Wellness Center, Inc.",,,(239) 465-0656,https://www.jepsenchiropractic.com/,,,,,"3960 Radio Rd STE 110, Naples, FL 34104, USA",Naples,FL,34104,26.1529232,-81.759244,chiropractor,establishment|health|point_of_interest,5,99,,,0.0,0,,,,2026-03-23T13:19:17.388091,2026-03-23T13:19:17.388091
1262a5d8c853,google_places,Chiropractic Pain Solutions,,,(239) 361-2023,https://chiropracticpainsolutions.com/,,,,,"7740 Preserve Ln Suite #9, Naples, FL 34119, USA",Naples,FL,34119,26.273769,-81.7116602,chiropractor,doctor|establishment|health|point_of_interest,5,83,,,0.0,0,,,,2026-03-23T13:19:19.342257,2026-03-23T13:19:19.342257
2a1910b1c80d,google_places,Bennett Chiropractic and Wellness Center,,,(239) 763-1288,http://www.bennett-chiropractic.com/,,,,,"3725 Bonita Beach Rd SW #4, Bonita Springs, FL 34134, USA",Bonita Springs,FL,34134,26.330091,-81.81433439999999,chiropractor,establishment|health|point_of_interest,4.8,58,,,0.0,0,,,,2026-03-23T13:19:23.545477,2026-03-23T13:19:23.545477
b9b82d90fccc,google_places,Pine Ridge Chiropractic & Acupuncture Clinic - Dr. Alex Krischanowski,,,(239) 330-1000,http://pineridgechiro.com/,,,,,"3031 Airport-Pulling Rd N, Naples, FL 34105, USA",Naples,FL,34105,26.1830808,-81.7682141,chiropractor,establishment|health|point_of_interest,5,20,,,0.0,0,,,,2026-03-23T13:19:25.577821,2026-03-23T13:19:25.577821
374d0b3a7c2d,google_places,Collier Chiropractic and Accident Rehabilitation Center,,,(239) 594-8995,https://collierchiro.com/,,,,,"2180 Immokalee Rd STE 201, Naples, FL 34110, USA",Naples,FL,34110,26.2717054,-81.7781554,chiropractor,establishment|health|point_of_interest,5,23,,,0.0,0,,,,2026-03-23T13:19:27.596201,2026-03-23T13:19:27.596201
c4b2e2baeafa,google_places,Maxliving Naples Chiropractic,,,(239) 300-0885,https://www.maxliving.com/clinic/maxliving-chiropractic-naples,,,,,"6308 Trail Blvd, Naples, FL 34108, USA",Naples,FL,34108,26.214503,-81.79961899999999,chiropractor,doctor|establishment|health|point_of_interest,4.9,232,,,0.0,0,,,,2026-03-23T13:19:29.771258,2026-03-23T13:19:29.771258
c3a53ac832dd,google_places,Carter Chiropractic & Wellness,,,(239) 784-8895,http://www.drsusancarter.com,,,,,"1205 Piper Blvd STE 103, Naples, FL 34110, USA",Naples,FL,34110,26.2739665,-81.7696368,chiropractor,establishment|health|point_of_interest,5,45,,,0.0,0,,,,2026-03-23T13:19:31.625835,2026-03-23T13:19:31.625835
4b7bf8cbaa3e,google_places,MICHAEL C SHAFFER DC PA,,,(239) 793-3200,https://drmichaelshaffer.com/,,,,,"671 Goodlette Rd N STE 160, Naples, FL 34102, USA",Naples,FL,34102,26.1558761,-81.7914473,chiropractor,establishment|health|point_of_interest,5,29,,,0.0,0,,,,2026-03-23T13:19:33.597566,2026-03-23T13:19:33.597566
6c4cf942baac,google_places,Moon Family Health Center,,,(239) 261-1387,http://www.moonfamilyhealth.com/,,,,,"1190 Pine Ridge Rd #1, Naples, FL 34108, USA",Naples,FL,34108,26.2107576,-81.7963796,chiropractor,establishment|health|point_of_interest,4.8,19,,,0.0,0,,,,2026-03-23T13:19:35.666788,2026-03-23T13:19:35.666788
2f3d2dd11416,google_places,PAUL D BAUMGARDNER DC PA,,,(239) 793-3200,http://pauldbaumgardnerdc.com/,,,,,"671 Goodlette-Frank Rd STE 160, Naples, FL 34102, USA",Naples,FL,34102,26.1560205,-81.7915627,chiropractor,establishment|health|point_of_interest,5,24,,,0.0,0,,,,2026-03-23T13:19:37.572140,2026-03-23T13:19:37.572140
c1bf48972067,google_places,"Kevin Mikalaitis, DC",,,(239) 394-7221,https://www.marcoislandchiropractor.com/,,,,,"606 Bald Eagle Dr STE 201, Marco Island, FL 34145, USA",Marco Island,FL,34145,25.9525877,-81.7246583,chiropractor,establishment|health|point_of_interest,5,41,,,0.0,0,,,,2026-03-23T13:19:39.639760,2026-03-23T13:19:39.639760
c24aeb7ccfd5,google_places,Amanda M Ferguson DC Paradise Coast Chiropractic,,,(239) 734-3779,https://www.paradisecoastchiro.com/,,,,,"840 111th Ave N #7, Naples, FL 34108, USA",Naples,FL,34108,26.2719025,-81.804529,chiropractor,establishment|health|point_of_interest,5,20,,,0.0,0,,,,2026-03-23T13:19:41.608327,2026-03-23T13:19:41.608327
d46cd733a5c2,google_places,A Better Life Chiropractic,,,(239) 263-3369,http://www.abetterlifechiropractic.com/,,,,,"661 Goodlette-Frank Rd STE 108, Naples, FL 34102, USA",Naples,FL,34102,26.1551993,-81.7913895,chiropractor,establishment|health|point_of_interest,4.9,75,,,0.0,0,,,,2026-03-23T13:19:43.610682,2026-03-23T13:19:43.610682
acb27d990558,google_places,Naples Community Injury Center,,,(239) 631-5445,https://www.naplescommunityinjurycenter.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing-naples,,,,,"1660 Medical Blvd Suite 302, Naples, FL 34110, USA",Naples,FL,34110,26.2738325,-81.78692389999999,chiropractor,doctor|establishment|health|physiotherapist|point_of_interest,5,131,,,0.0,0,,,,2026-03-23T13:19:45.676426,2026-03-23T13:19:45.676426
b40d419960f5,google_places,"Cade Copeland, DC",,,(239) 774-5433,https://www.lifestrengthhealthcenter.com/,,,,,"4280 Tamiami Trl E Suite 102, Naples, FL 34112, USA",Naples,FL,34112,26.1155227,-81.7563493,chiropractor,establishment|health|point_of_interest,5,22,,,0.0,0,,,,2026-03-23T13:19:47.604353,2026-03-23T13:19:47.604353
d0132af00696,google_places,Alternative Health & Healing Center,,,(239) 592-7767,https://www.mynapleschiropractor.com/,,,,,"13240 Tamiami Trl N #204, Naples, FL 34110, USA",Naples,FL,34110,26.2913203,-81.8005115,chiropractor,establishment|health|point_of_interest,4.9,183,,,0.0,0,,,,2026-03-23T13:19:49.619631,2026-03-23T13:19:49.619631
5f155782de2e,google_places,"Matthew R. Bergtold, DC",,,(239) 315-4694,http://www.drmattbergtold.com/,,,,,"700 2nd Ave N STE 203, Naples, FL 34102, USA",Naples,FL,34102,26.1490091,-81.798132,chiropractor,establishment|health|point_of_interest,5,11,,,0.0,0,,,,2026-03-23T13:19:51.633009,2026-03-23T13:19:51.633009
a2fc18fd9543,google_places,Moses Chiropractic Clinic,,,(239) 774-2444,http://www.moseschiropracticclinic.com/,,,,,"2389 Davis Blvd, Naples, FL 34104, USA",Naples,FL,34104,26.1389405,-81.7752428,chiropractor,establishment|health|point_of_interest,5,9,,,0.0,0,,few_reviews,,2026-03-23T13:19:53.614248,2026-03-23T13:19:53.614248
0525e09b66dc,google_places,Elite Performance and Chiropractic,,,(239) 301-8115,http://www.eliteperformanceandchiropractic.com/,,,,,"26251 S Tamiami Trl #13, Bonita Springs, FL 34134, USA",Bonita Springs,FL,34134,26.3594022,-81.8065534,chiropractor,establishment|health|point_of_interest,5,24,,,0.0,0,,,,2026-03-23T13:19:55.614481,2026-03-23T13:19:55.614481
cb787af3cc0b,google_places,"Opsal Family Chiropractic, Inc",,,(239) 963-9949,https://opsalfamilychiropractic.com/,,,,,"8965 Tamiami Trl N, Naples, FL 34108, USA",Naples,FL,34108,26.2524503,-81.8025272,chiropractor,establishment|health|point_of_interest,5,59,,,0.0,0,,,,2026-03-23T13:19:57.751078,2026-03-23T13:19:57.751078
56ee29f940f5,google_places,Caliber Wellness,,,(239) 658-2665,http://caliberwellness.com/,,,,,"1575 Pine Ridge Rd STE 6, Naples, FL 34109, USA",Naples,FL,34109,26.2132172,-81.7870081,chiropractor,doctor|establishment|health|point_of_interest|spa,4.9,207,,,0.0,0,,,,2026-03-23T13:19:59.658348,2026-03-23T13:19:59.658348
a3b513341a51,google_places,Collier Chiropractic Care,,,(239) 374-2080,https://www.collierchiropracticcare.com/,,,,,"1001 Crosspointe Dr # 1, Naples, FL 34110, USA",Naples,FL,34110,26.2736532,-81.79932500000001,chiropractor,establishment|health|point_of_interest,5,28,,,0.0,0,,,,2026-03-23T13:20:01.653946,2026-03-23T13:20:01.653946
24e95a5bc5b2,google_places,ChiroQueen,,,(239) 963-1733,https://chiroqueen.com/,,,,,"2335 Tamiami Trl N STE 408, Naples, FL 34103, USA",Naples,FL,34103,26.1758991,-81.8006042,chiropractor,establishment|health|point_of_interest,5,6,,,0.0,0,,few_reviews,,2026-03-23T13:20:05.646514,2026-03-23T13:20:05.646514
b4129ed71798,google_places,Family Chiropractic and Sports Rehab,,,(239) 990-7068,http://www.chiropracticswfl.com/,,,,,"5072 Annunciation Cir Ste 310, Ave Maria, FL 34142, USA",Ave Maria,FL,34142,26.3364887,-81.4360533,chiropractor,establishment|health|point_of_interest,5,125,,,0.0,0,,,,2026-03-23T13:20:09.868015,2026-03-23T13:20:09.868015
779245196ed1,google_places,Gulfshore Chiropractic Clinics,,,(239) 948-5727,https://www.gulfshorechiropractic.com/?utm_source=gmb_auth,,,,,"24830 Burnt Pine Dr Suite #3, Bonita Springs, FL 34134, USA",Bonita Springs,FL,34134,26.3780611,-81.81005569999999,chiropractor,establishment|health|point_of_interest,4.9,204,,,0.0,0,,,,2026-03-23T13:20:11.889487,2026-03-23T13:20:11.889487
ad37c384448d,google_places,Spine And Sports Chiropractic,,,(239) 774-4041,http://chiropracticnaples.com/,,,,,"12250 Tamiami Trl E # 206, Naples, FL 34113, USA",Naples,FL,34113,26.067833,-81.70818950000002,chiropractor,establishment|health|point_of_interest,4,8,,,0.0,0,,few_reviews,,2026-03-23T13:20:13.867636,2026-03-23T13:20:13.867636
b6013efe331a,google_places,Kong Chiropractic Wellness Care,,,(239) 450-4865,https://kongchiro.com/,,,,,"2500 Tamiami Trl N #222, Naples, FL 34103, USA",Naples,FL,34103,26.1768915,-81.799171,chiropractor,establishment|health|point_of_interest,5,15,,,0.0,0,,,,2026-03-23T13:20:15.863952,2026-03-23T13:20:15.863952
31f41df241ff,google_places,Chiromed Injury Clinic,,,(239) 284-1322,https://chiromedinjuryclinic.com/,,,,,"4670 Cardinal Way suite 301, Naples, FL 34112, USA",Naples,FL,34112,26.1086342,-81.7515688,chiropractor,establishment|health|point_of_interest,4.9,39,,,0.0,0,,,,2026-03-23T13:20:17.909871,2026-03-23T13:20:17.909871
3e1b17724a08,google_places,Thrive Chiropractic -Chiropractor in Naples,,,(239) 325-8226,https://www.thrivenaples.com/homepage/#,,,,,"5644 Tavilla Cir # 104, Naples, FL 34110, USA",Naples,FL,34110,26.2738156,-81.74450689999999,chiropractor,establishment|health|point_of_interest,4.8,134,,,0.0,0,,,,2026-03-23T13:20:19.932703,2026-03-23T13:20:19.932703
3cde9ee048bf,google_places,Darrow Chiropractic Clinic,,,(239) 263-1557,,,,,,"3400 Tamiami Trl N # 104, Naples, FL 34103, USA",Naples,FL,34103,26.1873499,-81.7993479,chiropractor,establishment|health|point_of_interest,5,2,,,0.0,0,,no_website|few_reviews,,2026-03-23T13:20:21.902699,2026-03-23T13:20:21.902699
9a9df4da2d75,google_places,Premier Naples Chiropractic,,,(239) 799-7168,https://www.premiernapleschiro.com/,,,,,"12268 Tamiami Trl E Unit 302, Naples, FL 34113, USA",Naples,FL,34113,26.0674896,-81.7074379,chiropractor,establishment|health|point_of_interest,5,9,,,0.0,0,,few_reviews,,2026-03-23T13:20:23.874617,2026-03-23T13:20:23.874617
e84147075b0d,google_places,"David A. Dishauzi, DC",,,(239) 261-5222,http://www.northtrailchiropractic.com/,,,,,"4530 Tamiami Trl N, Naples, FL 34103, USA",Naples,FL,34103,26.201966,-81.799695,chiropractor,establishment|health|point_of_interest,5,6,,,0.0,0,,few_reviews,,2026-03-23T13:20:25.892424,2026-03-23T13:20:25.892424
1b279a9d6157,google_places,Chiro Acu Health,,,(239) 214-0214,https://chiroacuhealth.com/,,,,,"1213 Piper Blvd STE 202, Naples, FL 34110, USA",Naples,FL,34110,26.2739682,-81.7684206,chiropractor,establishment|health|point_of_interest,5,144,,,0.0,0,,,,2026-03-23T13:20:27.942134,2026-03-23T13:20:27.942134
21bb69146999,google_places,Dr. Chad Wills,,,(239) 331-6060,https://www.willschiropractic.com/meet-dr-chad-wills.html,,,,,"1000 Tamiami Trl N STE 402, Naples, FL 34102, USA",Naples,FL,34102,26.1604212,-81.7973348,chiropractor,establishment|health|point_of_interest,5,1,,,0.0,0,,few_reviews,,2026-03-23T13:20:29.867860,2026-03-23T13:20:29.867860
5dcc1bda79c6,google_places,Chiropractic Healthcare-Naples: Clatworthy Erin DC,,,(239) 774-4041,,,,,,"12250 Tamiami Trl E, Naples, FL 34113, USA",Naples,FL,34113,26.0679222,-81.7082202,chiropractor,establishment|health|point_of_interest,5,2,,,0.0,0,,no_website|few_reviews,,2026-03-23T13:20:31.912942,2026-03-23T13:20:31.912942
28bcb295314b,google_places,Chiropractic Healthcare-Naples,,,(239) 206-3810,,,,,,"5019 Tamiami Trl E, Naples, FL 34113, USA",Naples,FL,34113,26.1068571,-81.74681679999999,chiropractor,establishment|health|point_of_interest,0,0,,,0.0,0,,no_website|no_reviews|no_rating,,2026-03-23T13:20:33.888054,2026-03-23T13:20:33.888054
3955ba9b27c6,google_places,Goldman Chiropractic,,,(239) 254-0003,http://goldmanchiropracticnaples.com/,,,,,"1001 Crosspointe Dr # 1, Naples, FL 34110, USA",Naples,FL,34110,26.2736081,-81.7993059,chiropractor,doctor|establishment|health|point_of_interest,4.8,26,,,0.0,0,,,,2026-03-23T13:20:38.119457,2026-03-23T13:20:38.119457
